,accident_id,source,year,month,day_of_week,state,vehicle_1,vehicle_2,vehicles_involved,party_age_group,victim_age_group,cause_of_accident,road_condition,lighting_condition,fatalities,injuries,casualties,severity,weather_group
142,KAG_000143,Kaggle_Accident_prediction,2020,September,Monday,Kerala,Truck,Unidentified,5,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,3,7,10,Minor,Fog/Mist
143,KAG_000144,Kaggle_Accident_prediction,2022,May,Sunday,Jharkhand,Truck,Unidentified,3,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,4,0,3,Minor,Rainy
144,KAG_000145,Kaggle_Accident_prediction,2019,March,Wednesday,Kerala,Truck,Unidentified,4,Over 51,Unknown,Unknown/Other,Dry,Twilight,2,8,10,Fatal,Rainy
145,KAG_000146,Kaggle_Accident_prediction,2023,November,Wednesday,Kerala,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Damaged/Construction,Twilight,3,4,7,Serious,Rainy
146,KAG_000147,Kaggle_Accident_prediction,2023,August,Tuesday,Jammu and Kashmir,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Damaged/Construction,Dark,0,9,9,Minor,Clear
147,KAG_000148,Kaggle_Accident_prediction,2023,December,Friday,Andhra Pradesh,Truck,Unidentified,2,18-30,Unknown,Unknown/Other,Dry,Twilight,2,0,1,Fatal,Clear
148,KAG_000149,Kaggle_Accident_prediction,2019,July,Sunday,Uttar Pradesh,Truck,Unidentified,3,18-30,Unknown,Unknown/Other,Damaged/Construction,Daylight,0,10,10,Fatal,Fog/Mist
149,KAG_000150,Kaggle_Accident_prediction,2020,July,Thursday,Puducherry,Truck,Unidentified,2,18-30,Unknown,Unknown/Other,Damaged/Construction,Twilight,2,4,6,Fatal,Fog/Mist
150,KAG_000151,Kaggle_Accident_prediction,2023,November,Tuesday,West Bengal,Truck,Unidentified,4,18-30,Unknown,Unknown/Other,Damaged/Construction,Twilight,3,0,0,Serious,Fog/Mist
151,KAG_000152,Kaggle_Accident_prediction,2019,June,Thursday,Tripura,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,3,0,0,Minor,Rainy
152,KAG_000153,Kaggle_Accident_prediction,2018,August,Friday,Karnataka,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Damaged/Construction,Twilight,1,5,6,Fatal,Clear
153,KAG_000154,Kaggle_Accident_prediction,2019,September,Tuesday,Delhi,Truck,Unidentified,4,Over 51,Unknown,Unknown/Other,Dry,Twilight,0,5,5,Minor,Rainy
154,KAG_000155,Kaggle_Accident_prediction,2019,November,Thursday,Sikkim,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Dry,Twilight,5,0,2,Minor,Rainy
155,KAG_000156,Kaggle_Accident_prediction,2021,June,Monday,Tamil Nadu,Truck,Unidentified,3,Over 51,Unknown,Unknown/Other,Damaged/Construction,Daylight,0,1,1,Fatal,Rainy
156,KAG_000157,Kaggle_Accident_prediction,2022,May,Saturday,Andhra Pradesh,Truck,Unidentified,4,18-30,Unknown,Unknown/Other,Dry,Twilight,2,0,2,Serious,Fog/Mist
157,KAG_000158,Kaggle_Accident_prediction,2018,June,Tuesday,Haryana,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Damaged/Construction,Twilight,4,4,8,Serious,Fog/Mist
158,KAG_000159,Kaggle_Accident_prediction,2022,August,Wednesday,Odisha,Truck,Unidentified,2,31-50,Unknown,Unknown/Other,Wet,Twilight,4,0,0,Minor,Rainy
159,KAG_000160,Kaggle_Accident_prediction,2021,February,Thursday,Uttarakhand,Truck,Unidentified,3,31-50,Unknown,Unknown/Other,Wet,Twilight,3,0,3,Fatal,Fog/Mist
160,KAG_000161,Kaggle_Accident_prediction,2020,June,Wednesday,Andhra Pradesh,Truck,Unidentified,4,31-50,Unknown,Unknown/Other,Damaged/Construction,Twilight,3,4,7,Serious,Fog/Mist
161,KAG_000162,Kaggle_Accident_prediction,2022,January,Friday,Himachal Pradesh,Truck,Unidentified,1,31-50,Unknown,Unknown/Other,Damaged/Construction,Twilight,1,8,9,Minor,Rainy
162,KAG_000163,Kaggle_Accident_prediction,2022,October,Thursday,Uttarakhand,Truck,Unidentified,1,31-50,Unknown,Unknown/Other,Wet,Twilight,0,1,1,Fatal,Rainy
163,KAG_000164,Kaggle_Accident_prediction,2018,August,Wednesday,Mizoram,Truck,Unidentified,5,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,3,1,4,Minor,Rainy
164,KAG_000165,Kaggle_Accident_prediction,2023,March,Sunday,Andhra Pradesh,Truck,Unidentified,4,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,2,8,10,Minor,Rainy
165,KAG_000166,Kaggle_Accident_prediction,2019,May,Wednesday,Mizoram,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Dry,Daylight,1,4,5,Minor,Fog/Mist
166,KAG_000167,Kaggle_Accident_prediction,2021,June,Tuesday,Puducherry,Truck,Unidentified,3,18-30,Unknown,Unknown/Other,Damaged/Construction,Twilight,0,7,7,Fatal,Rainy
167,KAG_000168,Kaggle_Accident_prediction,2020,May,Monday,Himachal Pradesh,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Damaged/Construction,Daylight,0,1,1,Minor,Rainy
168,KAG_000169,Kaggle_Accident_prediction,2019,December,Saturday,Mizoram,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Wet,Dark,2,0,2,Serious,Clear
169,KAG_000170,Kaggle_Accident_prediction,2022,July,Wednesday,Arunachal Pradesh,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Damaged/Construction,Dark,5,0,1,Fatal,Rainy
170,KAG_000171,Kaggle_Accident_prediction,2019,June,Saturday,Bihar,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Wet,Daylight,4,5,9,Minor,Fog/Mist
171,KAG_000172,Kaggle_Accident_prediction,2021,February,Monday,Tripura,Truck,Unidentified,4,Over 51,Unknown,Unknown/Other,Dry,Daylight,0,9,9,Fatal,Rainy
172,KAG_000173,Kaggle_Accident_prediction,2018,February,Sunday,West Bengal,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Wet,Daylight,0,6,6,Fatal,Fog/Mist
173,KAG_000174,Kaggle_Accident_prediction,2020,June,Tuesday,Himachal Pradesh,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Wet,Daylight,4,4,8,Fatal,Rainy
174,KAG_000175,Kaggle_Accident_prediction,2022,July,Monday,Maharashtra,Truck,Unidentified,2,31-50,Unknown,Unknown/Other,Damaged/Construction,Twilight,2,8,10,Serious,Clear
175,KAG_000176,Kaggle_Accident_prediction,2023,April,Monday,Tamil Nadu,Truck,Unidentified,4,18-30,Unknown,Unknown/Other,Dry,Daylight,2,3,5,Minor,Rainy
176,KAG_000177,Kaggle_Accident_prediction,2021,November,Wednesday,Uttar Pradesh,Truck,Unidentified,3,31-50,Unknown,Unknown/Other,Damaged/Construction,Daylight,3,4,7,Minor,Fog/Mist
177,KAG_000178,Kaggle_Accident_prediction,2020,November,Sunday,Arunachal Pradesh,Truck,Unidentified,3,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,5,0,0,Serious,Fog/Mist
178,KAG_000179,Kaggle_Accident_prediction,2018,February,Wednesday,Delhi,Truck,Unidentified,4,31-50,Unknown,Unknown/Other,Damaged/Construction,Daylight,5,5,10,Fatal,Rainy
179,KAG_000180,Kaggle_Accident_prediction,2020,January,Tuesday,Nagaland,Truck,Unidentified,4,31-50,Unknown,Unknown/Other,Dry,Daylight,2,0,0,Fatal,Fog/Mist
180,KAG_000181,Kaggle_Accident_prediction,2019,February,Tuesday,Haryana,Truck,Unidentified,2,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,5,1,6,Serious,Clear
181,KAG_000182,Kaggle_Accident_prediction,2023,March,Friday,Gujarat,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Wet,Twilight,4,0,2,Serious,Rainy
182,KAG_000183,Kaggle_Accident_prediction,2022,March,Tuesday,Sikkim,Truck,Unidentified,2,31-50,Unknown,Unknown/Other,Dry,Twilight,4,4,8,Serious,Fog/Mist
183,KAG_000184,Kaggle_Accident_prediction,2021,September,Friday,Goa,Truck,Unidentified,4,31-50,Unknown,Unknown/Other,Damaged/Construction,Daylight,0,1,1,Minor,Clear
184,KAG_000185,Kaggle_Accident_prediction,2023,October,Friday,Madhya Pradesh,Truck,Unidentified,2,18-30,Unknown,Unknown/Other,Wet,Dark,0,3,3,Fatal,Clear
185,KAG_000186,Kaggle_Accident_prediction,2020,September,Wednesday,Uttar Pradesh,Truck,Unidentified,2,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,3,0,0,Fatal,Fog/Mist
186,KAG_000187,Kaggle_Accident_prediction,2023,March,Tuesday,Delhi,Truck,Unidentified,2,31-50,Unknown,Unknown/Other,Wet,Daylight,5,2,7,Minor,Fog/Mist
187,KAG_000188,Kaggle_Accident_prediction,2022,February,Wednesday,Mizoram,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Dry,Daylight,2,6,8,Serious,Clear
188,KAG_000189,Kaggle_Accident_prediction,2021,February,Tuesday,Nagaland,Truck,Unidentified,2,Over 51,Unknown,Unknown/Other,Dry,Twilight,0,6,6,Minor,Fog/Mist
189,KAG_000190,Kaggle_Accident_prediction,2022,August,Wednesday,Kerala,Truck,Unidentified,4,18-30,Unknown,Unknown/Other,Damaged/Construction,Twilight,0,4,4,Minor,Fog/Mist
190,KAG_000191,Kaggle_Accident_prediction,2019,October,Wednesday,Jammu and Kashmir,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Wet,Twilight,2,5,7,Serious,Clear
191,KAG_000192,Kaggle_Accident_prediction,2018,May,Friday,Goa,Truck,Unidentified,3,31-50,Unknown,Unknown/Other,Wet,Twilight,2,2,4,Minor,Rainy
192,KAG_000193,Kaggle_Accident_prediction,2022,October,Saturday,Himachal Pradesh,Truck,Unidentified,4,31-50,Unknown,Unknown/Other,Damaged/Construction,Daylight,1,5,6,Fatal,Fog/Mist
193,KAG_000194,Kaggle_Accident_prediction,2019,October,Wednesday,Nagaland,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,5,0,3,Fatal,Fog/Mist
194,KAG_000195,Kaggle_Accident_prediction,2019,January,Thursday,Puducherry,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Dry,Twilight,1,8,9,Minor,Fog/Mist
195,KAG_000196,Kaggle_Accident_prediction,2020,June,Thursday,Rajasthan,Truck,Unidentified,4,18-30,Unknown,Unknown/Other,Wet,Daylight,4,0,0,Fatal,Rainy
196,KAG_000197,Kaggle_Accident_prediction,2018,February,Monday,Goa,Truck,Unidentified,4,Over 51,Unknown,Unknown/Other,Damaged/Construction,Dark,5,0,0,Minor,Fog/Mist
197,KAG_000198,Kaggle_Accident_prediction,2019,September,Monday,Punjab,Truck,Unidentified,2,31-50,Unknown,Unknown/Other,Dry,Twilight,4,1,5,Fatal,Rainy
198,KAG_000199,Kaggle_Accident_prediction,2023,March,Tuesday,Meghalaya,Truck,Unidentified,5,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,0,3,3,Fatal,Rainy
199,KAG_000200,Kaggle_Accident_prediction,2018,January,Sunday,Punjab,Truck,Unidentified,3,31-50,Unknown,Unknown/Other,Damaged/Construction,Dark,1,1,2,Minor,Rainy
200,KAG_000201,Kaggle_Accident_prediction,2018,March,Sunday,Punjab,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Damaged/Construction,Twilight,4,0,1,Serious,Rainy
201,KAG_000202,Kaggle_Accident_prediction,2018,September,Thursday,Nagaland,Truck,Unidentified,3,31-50,Unknown,Unknown/Other,Wet,Twilight,1,6,7,Serious,Rainy
202,KAG_000203,Kaggle_Accident_prediction,2018,February,Thursday,Mizoram,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Wet,Daylight,4,0,0,Minor,Fog/Mist
203,KAG_000204,Kaggle_Accident_prediction,2022,November,Sunday,Manipur,Truck,Unidentified,4,31-50,Unknown,Unknown/Other,Wet,Dark,3,0,1,Serious,Rainy
204,KAG_000205,Kaggle_Accident_prediction,2020,March,Thursday,Tripura,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Dry,Twilight,0,8,8,Serious,Rainy
205,KAG_000206,Kaggle_Accident_prediction,2020,June,Sunday,Arunachal Pradesh,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Dry,Dark,0,1,1,Serious,Fog/Mist
206,KAG_000207,Kaggle_Accident_prediction,2018,January,Tuesday,Jammu and Kashmir,Truck,Unidentified,2,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,0,8,8,Fatal,Rainy
207,KAG_000208,Kaggle_Accident_prediction,2019,December,Wednesday,Jharkhand,Truck,Unidentified,3,Over 51,Unknown,Unknown/Other,Dry,Daylight,2,0,1,Minor,Clear
208,KAG_000209,Kaggle_Accident_prediction,2020,January,Saturday,Manipur,Truck,Unidentified,2,Over 51,Unknown,Unknown/Other,Damaged/Construction,Daylight,2,5,7,Minor,Fog/Mist
209,KAG_000210,Kaggle_Accident_prediction,2022,July,Wednesday,Manipur,Truck,Unidentified,1,18-30,Unknown,Unknown/Other,Wet,Daylight,5,0,0,Serious,Fog/Mist
210,KAG_000211,Kaggle_Accident_prediction,2021,December,Monday,Assam,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Damaged/Construction,Daylight,2,0,2,Fatal,Clear
211,KAG_000212,Kaggle_Accident_prediction,2019,December,Monday,Manipur,Truck,Unidentified,3,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,2,1,3,Fatal,Fog/Mist
212,KAG_000213,Kaggle_Accident_prediction,2019,June,Sunday,Jharkhand,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Damaged/Construction,Daylight,4,0,4,Serious,Rainy
213,KAG_000214,Kaggle_Accident_prediction,2020,September,Monday,Jharkhand,Truck,Unidentified,1,31-50,Unknown,Unknown/Other,Wet,Daylight,1,0,0,Minor,Fog/Mist
214,KAG_000215,Kaggle_Accident_prediction,2020,February,Saturday,Bihar,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,2,5,7,Serious,Fog/Mist
215,KAG_000216,Kaggle_Accident_prediction,2020,August,Monday,Karnataka,Truck,Unidentified,3,31-50,Unknown,Unknown/Other,Damaged/Construction,Daylight,1,1,2,Minor,Rainy
216,KAG_000217,Kaggle_Accident_prediction,2022,February,Tuesday,Nagaland,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Damaged/Construction,Twilight,4,6,10,Minor,Clear
217,KAG_000218,Kaggle_Accident_prediction,2022,April,Saturday,Manipur,Truck,Unidentified,3,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,1,3,4,Serious,Rainy
218,KAG_000219,Kaggle_Accident_prediction,2019,March,Wednesday,Jharkhand,Truck,Unidentified,4,18-30,Unknown,Unknown/Other,Damaged/Construction,Twilight,2,5,7,Fatal,Fog/Mist
219,KAG_000220,Kaggle_Accident_prediction,2021,December,Sunday,Sikkim,Truck,Unidentified,5,Over 51,Unknown,Unknown/Other,Wet,Daylight,4,0,2,Serious,Rainy
220,KAG_000221,Kaggle_Accident_prediction,2023,August,Sunday,Manipur,Truck,Unidentified,4,18-30,Unknown,Unknown/Other,Damaged/Construction,Dark,0,1,1,Serious,Rainy
221,KAG_000222,Kaggle_Accident_prediction,2018,April,Saturday,Madhya Pradesh,Truck,Unidentified,1,31-50,Unknown,Unknown/Other,Wet,Twilight,1,7,8,Fatal,Rainy
222,KAG_000223,Kaggle_Accident_prediction,2019,July,Friday,Telangana,Truck,Unidentified,1,31-50,Unknown,Unknown/Other,Wet,Dark,1,9,10,Minor,Rainy
223,KAG_000224,Kaggle_Accident_prediction,2022,January,Wednesday,Delhi,Truck,Unidentified,1,31-50,Unknown,Unknown/Other,Dry,Twilight,5,5,10,Minor,Fog/Mist
224,KAG_000225,Kaggle_Accident_prediction,2022,December,Monday,Uttar Pradesh,Truck,Unidentified,2,Over 51,Unknown,Unknown/Other,Wet,Twilight,4,6,10,Minor,Fog/Mist
225,KAG_000226,Kaggle_Accident_prediction,2021,February,Wednesday,Meghalaya,Truck,Unidentified,5,Over 51,Unknown,Unknown/Other,Wet,Dark,2,5,7,Fatal,Fog/Mist
226,KAG_000227,Kaggle_Accident_prediction,2022,July,Monday,Uttarakhand,Truck,Unidentified,2,Over 51,Unknown,Unknown/Other,Dry,Twilight,2,6,8,Fatal,Fog/Mist
227,KAG_000228,Kaggle_Accident_prediction,2020,October,Thursday,Tripura,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Damaged/Construction,Daylight,5,0,2,Minor,Fog/Mist
228,KAG_000229,Kaggle_Accident_prediction,2019,December,Wednesday,Andhra Pradesh,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,1,2,3,Fatal,Rainy
229,KAG_000230,Kaggle_Accident_prediction,2022,September,Wednesday,Tripura,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Damaged/Construction,Daylight,2,0,0,Minor,Rainy
230,KAG_000231,Kaggle_Accident_prediction,2023,September,Friday,Kerala,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Wet,Daylight,0,1,1,Fatal,Fog/Mist
231,KAG_000232,Kaggle_Accident_prediction,2020,March,Sunday,Andhra Pradesh,Truck,Unidentified,4,18-30,Unknown,Unknown/Other,Wet,Daylight,2,3,5,Serious,Fog/Mist
232,KAG_000233,Kaggle_Accident_prediction,2021,April,Friday,Goa,Truck,Unidentified,5,Over 51,Unknown,Unknown/Other,Wet,Twilight,3,0,1,Fatal,Rainy
233,KAG_000234,Kaggle_Accident_prediction,2020,October,Wednesday,Sikkim,Truck,Unidentified,2,18-30,Unknown,Unknown/Other,Dry,Daylight,5,3,8,Fatal,Fog/Mist
234,KAG_000235,Kaggle_Accident_prediction,2021,December,Friday,West Bengal,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Wet,Dark,1,5,6,Fatal,Rainy
235,KAG_000236,Kaggle_Accident_prediction,2021,October,Saturday,Telangana,Truck,Unidentified,4,31-50,Unknown,Unknown/Other,Wet,Twilight,3,0,2,Minor,Rainy
236,KAG_000237,Kaggle_Accident_prediction,2022,September,Tuesday,Nagaland,Truck,Unidentified,2,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,0,1,1,Fatal,Clear
237,KAG_000238,Kaggle_Accident_prediction,2020,August,Thursday,Chandigarh,Truck,Unidentified,5,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,4,0,4,Minor,Rainy
238,KAG_000239,Kaggle_Accident_prediction,2019,May,Friday,Chhattisgarh,Truck,Unidentified,5,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,4,0,4,Minor,Rainy
239,KAG_000240,Kaggle_Accident_prediction,2018,October,Saturday,Nagaland,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Wet,Dark,5,5,10,Fatal,Rainy
240,KAG_000241,Kaggle_Accident_prediction,2023,September,Thursday,Haryana,Truck,Unidentified,1,31-50,Unknown,Unknown/Other,Damaged/Construction,Twilight,0,8,8,Fatal,Rainy
241,KAG_000242,Kaggle_Accident_prediction,2018,November,Tuesday,Madhya Pradesh,Truck,Unidentified,3,Over 51,Unknown,Unknown/Other,Dry,Dark,3,2,5,Serious,Clear
242,KAG_000243,Kaggle_Accident_prediction,2022,January,Wednesday,West Bengal,Truck,Unidentified,1,31-50,Unknown,Unknown/Other,Wet,Twilight,5,3,8,Minor,Fog/Mist
243,KAG_000244,Kaggle_Accident_prediction,2021,October,Saturday,Assam,Truck,Unidentified,1,31-50,Unknown,Unknown/Other,Damaged/Construction,Twilight,5,0,2,Fatal,Fog/Mist
244,KAG_000245,Kaggle_Accident_prediction,2018,November,Sunday,Himachal Pradesh,Truck,Unidentified,3,18-30,Unknown,Unknown/Other,Wet,Twilight,0,7,7,Minor,Rainy
245,KAG_000246,Kaggle_Accident_prediction,2022,October,Tuesday,Goa,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Damaged/Construction,Daylight,0,6,6,Fatal,Rainy
246,KAG_000247,Kaggle_Accident_prediction,2022,September,Saturday,Uttarakhand,Truck,Unidentified,2,18-30,Unknown,Unknown/Other,Damaged/Construction,Dark,0,3,3,Serious,Fog/Mist
247,KAG_000248,Kaggle_Accident_prediction,2023,November,Wednesday,Meghalaya,Truck,Unidentified,5,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,1,7,8,Minor,Fog/Mist
248,KAG_000249,Kaggle_Accident_prediction,2018,November,Wednesday,Delhi,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Damaged/Construction,Daylight,3,4,7,Serious,Rainy
249,KAG_000250,Kaggle_Accident_prediction,2023,March,Thursday,Goa,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Wet,Twilight,2,0,1,Minor,Rainy
250,KAG_000251,Kaggle_Accident_prediction,2019,July,Friday,Karnataka,Truck,Unidentified,2,18-30,Unknown,Unknown/Other,Damaged/Construction,Daylight,2,1,3,Fatal,Fog/Mist
251,KAG_000252,Kaggle_Accident_prediction,2022,June,Tuesday,Odisha,Truck,Unidentified,1,18-30,Unknown,Unknown/Other,Wet,Daylight,4,5,9,Fatal,Rainy
252,KAG_000253,Kaggle_Accident_prediction,2021,September,Sunday,Nagaland,Truck,Unidentified,2,Over 51,Unknown,Unknown/Other,Dry,Dark,0,8,8,Fatal,Rainy
253,KAG_000254,Kaggle_Accident_prediction,2021,January,Thursday,Arunachal Pradesh,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Dry,Twilight,4,3,7,Fatal,Rainy
254,KAG_000255,Kaggle_Accident_prediction,2021,June,Wednesday,Chandigarh,Truck,Unidentified,4,Over 51,Unknown,Unknown/Other,Damaged/Construction,Dark,5,0,1,Minor,Rainy
255,KAG_000256,Kaggle_Accident_prediction,2022,September,Wednesday,Tamil Nadu,Truck,Unidentified,3,Over 51,Unknown,Unknown/Other,Wet,Dark,5,0,0,Minor,Rainy
256,KAG_000257,Kaggle_Accident_prediction,2018,March,Thursday,Telangana,Truck,Unidentified,1,Over 51,Unknown,Unknown/Other,Damaged/Construction,Daylight,5,0,5,Fatal,Fog/Mist
257,KAG_000258,Kaggle_Accident_prediction,2022,September,Tuesday,Nagaland,Truck,Unidentified,3,31-50,Unknown,Unknown/Other,Damaged/Construction,Dark,3,1,4,Minor,Fog/Mist
258,KAG_000259,Kaggle_Accident_prediction,2021,October,Wednesday,Haryana,Truck,Unidentified,5,Over 51,Unknown,Unknown/Other,Damaged/Construction,Twilight,5,0,1,Fatal,Clear
259,KAG_000260,Kaggle_Accident_prediction,2019,February,Tuesday,Himachal Pradesh,Truck,Unidentified,3,31-50,Unknown,Unknown/Other,Wet,Twilight,0,2,2,Minor,Rainy
260,KAG_000261,Kaggle_Accident_prediction,2018,July,Thursday,Punjab,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Wet,Dark,2,0,1,Minor,Clear
261,KAG_000262,Kaggle_Accident_prediction,2020,September,Monday,Jharkhand,Truck,Unidentified,3,Over 51,Unknown,Unknown/Other,Damaged/Construction,Dark,2,0,2,Fatal,Rainy
262,KAG_000263,Kaggle_Accident_prediction,2022,December,Thursday,Uttar Pradesh,Truck,Unidentified,2,31-50,Unknown,Unknown/Other,Dry,Twilight,0,0,0,Serious,Rainy
263,KAG_000264,Kaggle_Accident_prediction,2018,December,Friday,Sikkim,Truck,Unidentified,4,Over 51,Unknown,Unknown/Other,Damaged/Construction,Daylight,5,2,7,Fatal,Fog/Mist
264,KAG_000265,Kaggle_Accident_prediction,2020,April,Wednesday,Goa,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Dry,Twilight,0,7,7,Fatal,Fog/Mist
265,KAG_000266,Kaggle_Accident_prediction,2022,November,Tuesday,Tamil Nadu,Truck,Unidentified,1,18-30,Unknown,Unknown/Other,Dry,Twilight,0,0,0,Serious,Fog/Mist
266,KAG_000267,Kaggle_Accident_prediction,2019,January,Monday,Gujarat,Truck,Unidentified,3,18-30,Unknown,Unknown/Other,Damaged/Construction,Twilight,5,2,7,Minor,Rainy
267,KAG_000268,Kaggle_Accident_prediction,2021,August,Monday,Uttarakhand,Truck,Unidentified,3,18-30,Unknown,Unknown/Other,Wet,Twilight,1,6,7,Fatal,Fog/Mist
268,KAG_000269,Kaggle_Accident_prediction,2019,July,Tuesday,Karnataka,Truck,Unidentified,5,31-50,Unknown,Unknown/Other,Damaged/Construction,Dark,0,5,5,Minor,Clear
269,KAG_000270,Kaggle_Accident_prediction,2021,January,Tuesday,Rajasthan,Truck,Unidentified,3,Over 51,Unknown,Unknown/Other,Wet,Daylight,4,0,2,Fatal,Fog/Mist
270,KAG_000271,Kaggle_Accident_prediction,2021,November,Friday,Tamil Nadu,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Damaged/Construction,Dark,5,2,7,Minor,Fog/Mist
271,KAG_000272,Kaggle_Accident_prediction,2023,February,Friday,Delhi,Truck,Unidentified,4,31-50,Unknown,Unknown/Other,Damaged/Construction,Dark,3,2,5,Fatal,Rainy
272,KAG_000273,Kaggle_Accident_prediction,2022,November,Sunday,Odisha,Truck,Unidentified,3,31-50,Unknown,Unknown/Other,Dry,Twilight,1,4,5,Serious,Clear
273,KAG_000274,Kaggle_Accident_prediction,2021,August,Sunday,Tripura,Truck,Unidentified,3,31-50,Unknown,Unknown/Other,Damaged/Construction,Dark,0,5,5,Serious,Clear
274,KAG_000275,Kaggle_Accident_prediction,2021,April,Thursday,Gujarat,Truck,Unidentified,5,18-30,Unknown,Unknown/Other,Wet,Daylight,5,2,7,Minor,Fog/Mist
